,User,CREATED_AT,LABEL,stemming_words,LIKE COUNT,FOLLOWERS COUNT
488,1.42E+18,7/26/2021 7:51,Other,ගුරුවරුන්ට ඇමති බන්දුල පණිවිඩයක වැටුප් කල හැකි ක්රම කියයි,0,704
494,1.42E+18,7/26/2021 3:51,Other,ගුරු උද්ඝෝෂණ ඉක්මන් වැඩියි එන්නත ඇඟ ධාරණය වෙලා නැහැ ඖෂධ රාජ්ය ඇමති,0,704
500,1.42E+18,7/25/2021 21:29,Other,අපේ පොලිස් ඇමති පොලිස් මාධ්ය ප්රකාශක කොහෙද දන්නෙ නැහැ,1,368
502,1.42E+18,7/25/2021 17:27,Other,එක නේන්නම් ආරක්ෂක ලේකම් කවුද හේමසිරි පොලිස් ඇමති සාගලද අගමැටි රනිල්ද,1,370
504,1.42E+18,7/25/2021 13:33,Politics,සියලුදෙනා එන්නත දුන් පසු රට විවෘත කරන වෙළෙඳ ඇමති පවසයි,0,1018
506,1.42E+18,7/25/2021 12:18,Politics,සියලුදෙනා එන්නත දුන් පසු රට විවෘත කරන වෙළෙඳ ඇමති පවසයි එළඹෙන සැප්තැම්බර් මාසය වනවිට මෙරට අවුරුදු සියලු දෙනා එන්නත ලබාදී අවසන් කරන වෙළෙඳ අමාත්ය බන්දුල විස්තර,15,110509
508,1.42E+18,7/25/2021 8:09,Politics,හාල් පොල් අඩු කරනවා වගේ ඉන්ධන මිල අඩු කරන්න බෑ මුදල් ඇමති,0,1631
512,1.42E+18,7/25/2021 7:27,Politics,ගුරු වර්ජන විසඳන්න ඇමති ජීඑල්ගෙන් සඳුදා කැබිනට් පත්රිකාවක්,0,383
514,1.42E+18,7/25/2021 7:18,Other,ගිය අයට හරි හමන ඇදුමක්වත් මහලා දීග බැරි හිඟන ඇමති,0,6
516,1.42E+18,7/25/2021 6:05,Crime,විල්පත්තු ජෙනරාල් ස්ත්රී දූෂණ චෝදනා ඔහුට විරුද්ධව දෝශාභියෝගයක් ගෙන ඒම අවශ්ය යැයි අපි සිතමු පාර්ලිමේන්තුවේ ස්ත්රී දූෂකයෙකුට එරෙහි නොවූවා යැයි මහත්වූ අපවාද අනිවාර්යයෙන් පැමිනේවි කෝ නීතිපතිවරයා කෝ අධිකරණ ඇමති,10,3299
522,1.42E+18,7/25/2021 3:45,Other,දේශීය වෛද්ය අමාත්යංශයේ ඇමති දම්මික පැනි මාමා,0,3245
526,1.42E+18,7/25/2021 1:15,Politics,ඇස්ට්රාසෙනෙකා එන්නතේ දෙවන මාත්රාව මස අගදී ජනතාවට ලබා දෙනවා ඇමති සුදර්ශනී ප්රනාන්දුපුල්ලේ,0,12
528,1.42E+18,7/25/2021 0:52,Other,ඇමති විදුරගේ ආන්දෝලනාත්මක හෙලිදරව් පුරා වස්තු රැක ගන්න අපි හය,0,2
530,1.42E+18,7/24/2021 21:06,Politics,අපි කැමති අපේ බදු මුදලින් මෙපමණ විශාල හමුදාව නඩත්තු කරන්න පෙරටුගාමී දුමින්ද නාගමුව දැන්නම් ගුරු වැටුප් සටන ප්රබාකරන්ගෙ ඊ ලෑමේ වෙන්ඩ අධ්යාපන ඇමති ස්ටාලින් ගෙ අවශ්යතාවය ක්රියාත්මක පේනවා,23,4897
532,1.42E+18,8/1/2021 17:42,Crime,සමගි ජන බලවේග පාර්ලිමේන්තු මන්ත්රී රිෂාඩ් බදුර්දීන් මහතාගේ නිවසේ මෙහෙකාර දැරියක ගිනි ගැනීමකින් මිය යාම සම්බන්ධ සමස්ත ලංකා මහජන කොංග්රසය හිටපු බස්නාහිර පළාත් සභා මන්ත්රී ඒජේඑම් ෆායිස් මහතා කරුණු පැහැදිලි කරයි,0,105
536,1.42E+18,8/1/2021 8:14,Other,පාර්ලිමේන්තු මන්ත්රී සෙල්ලන්ද,1,9873
538,1.42E+18,7/30/2021 17:51,Other,රනිල් පින පෑදෙයි පරණ මන්ත්රී ගෝලයෙක් මැණික පොකුරක් මතුවෙයි,0,704
540,1.42E+18,7/30/2021 16:26,Politics,කරාපිටිය රෝහලේ ප්රතිකාර ලබන හිටපු පාර්ලිමේන්තු මන්ත්රී රංජන රාමනායක මහතාගේ සුවදුක් බැලිම සදහා විපක්ෂ නායක සජිත ප්රේමදාස මහතා පාර්ලිමේන්තු මන්ත්රී මනුෂ නානායක්කාර මහතා අද රාත්රියේ කරාපිටිය රෝහලට පැමිණියේය,2,2296
544,1.42E+18,7/30/2021 14:33,Other,ජනාධිපතිතුමා කියනවා සිංගප්පූරු ලී ක්වාන් යූ වගේ රට හදන්න ඕනි කියලා හැබැයි සිංගප්පූරුවේ භාෂා හතරක් තියෙනවා හතරට සම තැන තියෙනවා යනු පාර්ලිමේන්තු මන්ත්රී ශානක්කියන් රාසමානික්කම් වැඩිදුර පැවසීය,98,7960
546,1.42E+18,7/30/2021 12:51,Other,වැරදි වීම සිරිමා හොඳ වීමට හේතුවක් නොවේ අදත් වෙන්නේ එදා ක්රමයේම අලුත එකක් අද මි,1,317
548,1.42E+18,7/30/2021 11:46,Other,මහරගම නගරසභා අසික්කිත නාගරික මන්ත්රී අමරපාල,0,0
550,1.42E+18,7/30/2021 9:10,Crime,හිටපු අමාත්ය පාර්ලිමේන්තු මන්ත්රී රිෂාඩ් බදියුදීන් මහතාගේ නිවසේ මීට පෙර මෙහෙකාර සේවයේ යෙදී සිටි කාන්තාවන් දෙනෙකු අතුරින් දෙන ප්රකාශ ලබාගෙන පොලීසිය පවසයි වර්ෂයේ කාලය කාන්තාවන් දෙන නිවසේ සේවයේ නිරතව ඇත,1,6740
552,1.42E+18,7/30/2021 6:08,Crime,පාර්ලිමේන්තු මන්ත්රී රිෂාඩ් බදියුදීන්ගේ නිවසේ පිළිස්සී මියගිය ඉෂාලිනී දැරියගේ සිරුර මීට ටික වේලාවක පෙර ගොඩ ගෙන තිබෙනව දෙවන පශ්චා මරණ පරීක්ෂණය එය පේරාදෙණි ශික්ෂණ රෝහල රැගෙන යාමට නියමිතයි,0,105
554,1.42E+18,7/29/2021 20:36,Other,චීන එනකන් තොපිල පොල් ගෑවද අැරපු රටට මන්ත්රී අපෙ ග්රන්තී කන්න දුන්නත් තොපිල අපි අදින්නෙම අංචී මඩිය තර තොපිලට අැති හිකුනට අපි පුංචී උඹලට අැරල අපිත් දවසක කනව හුත්තො මංචී,1,7
556,1.42E+18,7/29/2021 14:48,Entertainment,අසෝක ඩයස් සමගි ජන බලවේග පාර්ලිමේන්තු මන්ත්රී ඉම්තියාස් බාකීර් මාකර් මහතා පැවැත්වූ පැතිකඩ සංවාදය,0,157
558,1.42E+18,7/29/2021 7:15,Other,ඵකතුවෙලා හදපු යහපාලන ආන්ඩුවෙ න් නොතෙමි යන්න කාර් දුන්නෙ නැමාස කට පත්කල මන්ත්,0,164
560,1.42E+18,7/28/2021 11:29,Politics,මයන්ත දිසානායක පාර්ලිමේන්තු මන්ත්රී සමගි තරුණ බලවේග,14,1940
562,1.42E+18,7/28/2021 10:54,Other,ඇත්ත අර කොටුවෙ හිමි නම බඩු ගහද්දී නායක හාමුදුරු ඔප්පු කලා වගේ නේද හිටපු පාමන්ත්රී මි,0,10
564,1.42E+18,7/28/2021 6:15,Crime,සජිත පිළේ මන්ත්රී හරී යට,0,2025
566,1.42E+18,7/28/2021 5:35,Crime,හරී යට කැඳවයි සමගි ජන බලවේග පාර්ලිමේන්තු මන්ත්රී හරී ප්රනාන්ද මහතා අපරාධ පරීක්ෂණ දෙපාර්තමේන්තුව පැමිණ තිබේ විස්තර,7,110509
568,1.42E+18,7/28/2021 2:05,Entertainment,අසෝක ඩයස් සමගි ජන බලවේග පාර්ලිමේන්තු මන්ත්රී ආචාර් හර්ෂ සිල්වා මහතා පැවැත්වූ පැතිකඩ සංවාදය,1,157
570,1.42E+18,7/27/2021 12:52,Crime,බදියුදීන්ගේ නිවසේ මෙහෙකාර සේවයේ යෙදී සිටි කාන්තාවන් කිහිපදෙනෙක් ප්රකාශ දෙයි පාර්ලිමේන්තු මන්ත්රී රිෂාඩ් බදියුදීන් මහතාගේ නිවසේ මෙහෙකාර සේවයේ යෙදී සිටි කියන බාලවයස්කරුවන්ගේ පවුල් ඥාතීන් විස්තර,7,110509
572,1.42E+18,7/27/2021 9:16,Entertainment,ජනමාධ්ය අමාත්යාංශ සංවිධානය කරන අනාගත ශ්රී ලංකාවේ සංවර්ධන න් කෙනෙක් මීලග වැඩසටහන ජුලි වනදා සවස මාතලේ දිස්ත්රික් පාර්ලිමේන්තු මන්ත්රී ප්රමිත බණ්ඩාර තෙන්නකෝන් මැතිතුමා සමගි සජීවීව,11,22866
574,1.42E+18,7/27/2021 7:15,Crime,මියගිය ඉශාලිනිගේ සිරුර ගොඩගන්න අධිකරණයෙන් නියෝගය මන්ත්රී,0,12
576,1.42E+18,7/27/2021 4:24,Other,මගේ මන්ත්රී ධුරය තියෙනකන් ගෙදර රන්ජන් විස්තර පිවිසෙන්න,0,662
578,1.42E+18,7/27/2021 3:51,Politics,විල්පත්තු තීන්දුව රිෂාඩ් ඉවත් කරන්න තරම් ප්රමාණවත් නැහැ සජිත පිලේ මන්ත්රී,0,704
584,1.42E+18,7/27/2021 2:03,Crime,මන්ත්රී නිවසේ දැරියක දූෂණ කොට මරා දැමීම රටට ලැජ්ජා අපරාධකරු ගල් ගසා මරා දැමිය යුතුයි,0,1258
586,1.42E+18,7/27/2021 0:19,Crime,ලංකා උසාවි මැරැන දරවටත් අනෙක දරැවන් දෙනාටත් සාධරණයක් වෙයි කියලා හිතන් අමාරැයි පාර්ලිමේන්තු මන්ත්රී කෙනෙක් ක්රියාව ජාත්යන්තර ලමා අධිකරණයක ගෙන යා යූතුයි මුං සල්ලි විසිකර යටගහයි,0,32
588,1.42E+18,7/26/2021 16:09,Crime,මියගිය ඉශාලිනිගේ සිරුර ගොඩගන්න අධිකරණයෙන් නියෝගය මන්ත්රී රිෂාඩ් බිරිඳ පිරිසට රිමාන්ඩ්,2,1631
590,1.42E+18,7/26/2021 15:13,Other,ලංකා උසාවි දරැවන් දෙනා සාධරණයක් වෙයි කියලා හිතන් අමාරැයි පාර්ලිමේන්තු මන්ත්රී කෙනෙක් ක්රියාව ජාත්යන්තර ලමා අධිකරණයක ගෙන යා යූතුයි,0,32
592,1.42E+18,7/26/2021 15:03,Politics,සිරදඬුවම් නියම සිටින හිටපු පාර්ලිමේන්තු මන්ත්රී රන්ජන් රාමනායක මහතා මාදිවෙල මන්ත්රී නිල නිවාස සංකීර්ණයේ නිල නිවෙස පාර්ලිමේන්තු මන්ත්රී සේවා අංශයේ නිලධාරීන්ට බාර දුන්නේය රාමනායක මහතා නිල නිවෙස පාර්ලිමේන්තු මන්ත්රී මනුෂ නානායක්කාර මහතා මාර්ගයෙන්,0,105
594,1.42E+18,7/26/2021 12:53,Other,පක්ෂ සාමාජිකයින් මන්ත්රී සාගරගෙන් ප්රකාශයක්,1,837
596,1.42E+18,7/26/2021 11:35,Crime,හැවිරිදි දැරියක මරණය සම්බන්ධ අත් අඩංගුව ගෙන අධිකරණයට ඉදිරිපත් කල පාර්ලිමේන්තු මන්ත්රී රිෂාඩ් බදියුදීන් මහතාගේ බිරිඳ මාමණ්ඩි බෑනා තැරව්කාර පුද්ගලයා ලබන දා රිමාන්ඩ් බන්ධනාගාරගත කරන කොළඹ මහේස්ත්රාත් අධිකරණය නියෝග කර ඇත,1,2296
598,1.42E+18,7/26/2021 10:37,Other,රන්ජන් හිටපු මන්ත්රී නිවස යළි රන්ජන්,0,591
600,1.42E+18,7/26/2021 10:15,Other,නිවස අහිමි වූ රන්ජන් මන්ත්රී මනුෂ ගෙන් නිවසක්,0,12
602,1.42E+18,7/26/2021 9:12,Crime,පෙරේද රාත්රී කටුගස්තොට ප්රදේශයේදී අනතුරක් කිරීම පොලිස් අත්අඩංගුව පත් රංගන ශිල්පිණී හිටපු පාර්ලිමේන්තු මන්ත්රී උපේක්ෂා ස්වර්ණමාලී අද දිනයේ උසාවි ඉදිරිපත් කිරීමට සූදානමි සිටිය දේශපාලන ඇමතුමක් ලැබීමෙන් පසු පොලිස් ඇප මුදාහ,6,6740
604,1.42E+18,7/26/2021 8:47,Other,නිවස අහිමි වූ රන්ජන් මන්ත්රී මනූෂගෙන් නිවසක්,0,837
606,1.42E+18,7/26/2021 5:44,Crime,හිටපු පාර්ලිමේන්තු මන්ත්රී උපේක්ෂා ස්වර්ණමාලි අත්අඩංගුව,0,49
608,1.42E+18,7/26/2021 3:51,Other,රිෂාඩ් තියාගෙන ඉන්නේ රෙදි ඇඳගෙනද ආණ්ඩුවේ මන්ත්රී සජිත්ගෙන් අහයි,0,704
610,1.42E+18,7/26/2021 3:28,Crime,පාර්ලිමේන්තු මන්ත්රී රිෂාඩ් බදියුදීන්ගේ නිවසේ මෙහෙකාර දැරියක පිලිස්සී මියයාමේ සිද්ධිය සම්බන්ධ පොලිස් රැඳවුම බාරයේ පසුවන බදියුදීන්ගේ බිරිඳ බිරිඳ පියා සහෝදරයා තැරව්කරු අද යළි අධිකරණයට ඉදිරිපත් කිරීමට නියමිත පොලිස් මාධ්ය ප්රකාශක,0,105
614,1.42E+18,7/26/2021 2:10,Crime,බදියුදීන්ගේ බිරිඳ සැකකරු අද අධිකරණයට පාර්ලිමේන්තු මන්ත්රී රිෂාඩ් බදියුදීන්ගේ නිවසේ රැඳී සිටි හැවිරිදි දැරිය පිළිස්සී මියයෑම සම්බන්ධ අත්අඩංගුව ගත් මන්ත්රීවරය බිරිඳ විස්තර,15,110509
618,1.42E+18,7/25/2021 13:33,Crime,බදියුදීන්ගේ නිවසේදී දැරියක මියයෑමේ සිද්ධියේ විමර්ශන පොලීසියෙන් නිවේදනයක් පාර්ලිමේන්තු මන්ත්රී රිෂාඩ් බදියුදීන් මහතාගේ නිවසේ පිළිස්සීම් තුවාල ලබා පසුගිය දා මියගිය දැරියගේ සිද්ධියට අදාළ විස්තර,7,110509
620,1.42E+18,7/25/2021 1:15,Crime,අත්අඩංගුව ගනු ලැබූ මන්ත්රී රිෂාඩ් බිරිඳ පිරිස අද අධිකරණය හමුවට,0,12
622,1.42E+18,7/24/2021 19:43,Other,ස එවල වැඩ නැති උනහම වැඩ කරන්න බැරි පාර්ලිමේන්තු මන්ත්රී සෙට්ටෙක නැති නිසානෙ කියල උන්ටත් ඡන්දෙ දුන්නනෙ,1,74
624,1.42E+18,8/1/2021 9:20,Politics,කෙටි කාලයක් අසාර්ථක වූ පාලකයා ගෝඨාභය පාලන බලය ලබා ගෙන රට ගොඩනඟන්න අපි සූදානම් අනුර,0,1258
626,1.42E+18,7/30/2021 14:22,Other,වහනවා කියල ඔහොම වහල හරියන්නේ නැහැ විශේෂයෙන් පාලකයා සුර සැප විදි ගමන් ජනතාව එවැනි තත්,1,317
628,1.42E+18,7/30/2021 12:54,Other,නූගත් බහුතර පේනවනේ මේකෙත් ඉන්න සෙට් එක පාලකයා උන්ව චුන් කරනවා බුද්ධිමත් ජනතාව කියල උනුත්,3,317
630,1.42E+18,7/29/2021 0:59,Other,පාලකයා රාජපක්ෂලා වික්රමසිංහලා ප්රේමදාසලා වුනා කියලා රටක් හදන්න බැහැ නේද දිය,1,1085
632,1.42E+18,7/25/2021 4:51,Other,අධ්යපන සිලබස් එකට සීම නොකර සමාජ දේශපාලනයේ අපි වැරදුනු තැන් පාලකයා හිතාමතා වරද්දපු තැන් බල තණ්හාව උන් ගත්ත බිලි රටක් ඇතුලේ අපි අපි බෙදුනු හැටි උගන්නපන් තිත්ත ඇත්ත ආදරයෙන් උගන්නපන් සිප්කිරිපෙවූ අරගලයටජයවේවා,14,1874
634,1.42E+18,8/1/2021 19:19,Politics,සාකච්ඡා පැවැත්වෙමින් තිබූ අවස්ථාවේ ගෝඨාභය රාජපක්ෂට සමීප මේජර් ජෙනරාල්වරයෙකුගේ නායකත්වයෙන් යුතු හමුද ඛණ්ඩ තුනක් රොක් හවුස් හමුද කඳවුර මරදාන ට්රිපොලි කඳවුර කටුනායක ගුවන තොටුපලට ආසන්න ස්ථානයක රඳවා තිබුණි කොළඹ නගරයේ මාර්ග බාධක දමා තිබිණ බලය අල්ලා ගැනීමේ තීරණය,0,673
636,1.42E+18,8/1/2021 14:03,Politics,එතකොට ගෝඨාභය ආණ්ඩුවට මිෂනාරී බෝන් එගෙන් ජෙෙන තීර්ථක කිරිබත් අසුපු පනතෙන් සේරම තහනම් කරලා අහක් කරන්න වෙයි නේ,2,3004
638,1.42E+18,8/1/2021 13:56,Politics,ගුරැවරැන්ට ගහන්න එපා ගෝඨාභය රාජපක්ෂ පොලීසියට නියෝග කරන ලදි,1,47598
644,1.42E+18,7/31/2021 12:05,Politics,ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතාගේ කැපවිම ඇස්ට්රාසෙනෙකා එන්නත ගැටළුව නිමාව වගයි,0,2
650,1.42E+18,7/30/2021 13:47,Politics,එන්නත නොගත් පිරිස හඳුනාගැනීම සංගණන දිවයිනේ සියලු ප්රදේශව එන්නත නොගත් පිරිස සංගණන සිදුකරන ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතා නිලධාරීන්ට උපදෙස තිබේ විස්තර,12,110509
654,1.42E+18,7/30/2021 8:02,Politics,ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතාගේ ප්රධානත්වය මීමුරේ පැවති ගම පිළිසදර වැඩ සටහනේ ප්රගතිය සමාලෝචන කෙරේ,0,10
656,1.42E+18,7/29/2021 12:50,Politics,අද විරෝධතාවයෙන් පසුව ගෝඨාභය නාවික කඳවුර පෞද්ගලික ඉඩම් අත්පත් කර ගැනීම ඉඩම් මැනීම කටයුතු අද තාවකාලික නවතා දමා ඇත ඉඩම් හිමියන් නාවික හමුදාව දිස්ත්රික් බලධාරී කඩිනමි සාකච්ඡාවක් පැවැත්වෙන ක්රියාමාර්ග එහිදී තීරණය කෙරේ,0,408
658,1.42E+18,7/29/2021 9:08,Other,අපේ ඉඩම් අපේ ජිව්තයයි ජනාධිපතිතුමනි අපි උත්තරය දෙන්න ගෝඨාභය නාවික කඳවුරඉදිරිපිට ඉඩම් අත්පත් කර ගැනීමට එරෙහි පැවිති මහජන විරෝධතාවයට පොලිසිය බාධා පමුණුවා තිබු නාවික නිලධාරින් සිවිල් වැසිය ඡායාරූපගත කොට තිබිණි,7,2736
660,1.42E+18,7/29/2021 8:08,Politics,මුලතිව්හී වට්ටුවාක්කල් ගෝඨාභය නාවික කඳවුර ව්සින් ඉඩම් අත්පත් කර ගැනීමට එරෙහි මොහොතේදී මහජනතාව ව්සින් නාවික කදවුර ඉදිරිපිට විරෝධය පළකිරිමට පැමිණි ජනයා නාවිකා හමුද නිලධාරීන ඡායාරූප ගත කරමින්,1,408
662,1.42E+18,7/29/2021 7:44,Crime,මුලතිව්හී වට්ටුවාක්කල් ගෝඨාභය නාවික කඳවුර ව්සින් ඉඩම් අත්පත් කර ගැනීමට එරෙහි මොහොතේදී මහජනතාව ව්සින් නාවික කදවුර ඉදිරිපිට පවත්වන විරෝධතාවයට පොලිසියෙන් බාධා එල්ල කිරිම හේතුවෙ උණුසුම තත්වයක් වීඩියෝ දර්ශන,1,408
664,1.42E+18,7/29/2021 6:16,Crime,හී ගෝඨාභය නාවික කඳවුර ව්සින් ඉඩම් අත්පත් කර ගැනීමට එරෙහි මොහොතේදී මහජනතාව ව්සින් නාවික කදවුර ඉදිරිපිට විරෝධය පළ කරමින් ඡායාරූප උපුටා ගැනීම ගෙනි,8,408
666,1.42E+18,7/29/2021 5:22,Crime,මුලතිව් වට්ටුවාකල් ගෝඨාභය නාවික හමුද කඳවුර බලහත්කාරය ඉඩම් මැනීම කටයුතු සදහා මිනින්දෝරු නිලධාරීන පැමිණිම ඉඩම් හිමියන් දේශපාලනඥ විරෝධතා දක්වමින් සිටි,0,583
670,1.42E+18,7/28/2021 16:55,Other,ගෝඨාභය අත නාරී මියගිය කිලීගෙනුත් පළිගනී,0,1033
672,1.42E+18,7/28/2021 10:41,Politics,මෙරට නාගරික සංවර්ධනයේ විශාල පුනරුදයක් ඇතිකළ ආසියාවේ වේගයෙන් දියුණුවන නගරය කොළඹ නගරය පත් කළ හිටපු ආරක්ෂක ලේකම් ගෝඨාභය රාජපක්ෂ මැතිතුමා අද ජනාධිපති එදා ජනාධිපතිවරයා එතුම මගපෙන්වූ මහින්ද රාජපක්ෂ මැතිතුමා අද අග්රාමාත්යවරයා,0,105
674,1.42E+18,7/28/2021 2:16,Other,ස්ටාලින් බම්බූ ගහගන්න කියලා නැති කරන කැම්පස් ළමයි ටික රජයේ අනුග්රහය ඇතිව කරන්න දුන්නානම් ඉවරයි ගෝඨාභය,1,200
676,1.42E+18,7/27/2021 9:31,Politics,කාබනික වගාව ජනපති තැබූ බලාපොරොත්තු ආහාර සුරක්ෂිතතා පෝෂණ සහතික කිරීම කාබනික කෘෂිකර්මාන්ත වූ මෙරට ප්රවේශය රටවල් පෙළඹෙනු තමා අපේක්ෂා කරන ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතා පවසිය විස්තර,23,110509
678,1.42E+18,7/27/2021 6:28,Politics,ඒකාධිපතී ගෝඨාභය සත්ගුණවත් යහපාලන ඛනිජ තෙල් නීතිගත සංස්ථාවේ සේවකයො කරපු වර්ජනයට යහපාලන මැරයො පොලු මුගුරු වලින් පන්න පන්න පහර දීපු හැටි මර්දනය මර්ධන යහපාලනමැරයො,1,2808
680,1.42E+18,7/27/2021 5:21,Politics,සැප්තැම්බර් මාසයෙන් පසු රට වසා දැමීමට කටයුතු නොකරන ජනාධිපති ගෝඨාභය රාජපක්ෂ අමාත්ය මණ්ඩල ඊයේ වැනිදා දැනුම ඇත ජනාධිපතිවරයාගේ ප්රධානත්වය පැවැති ඇමැති මණ්ඩල රැස්වීමේදී ඔහු කියා සිටියේජූලි අගෝස්තු මාස අවසන් කොවිඩ් එන්නත,0,105
682,1.42E+18,7/27/2021 5:15,Politics,ජනාධිපති ගෝඨාභය රාජපක්ෂට ජාතිය ඇමතීම නවීන තාක්ෂණ සමන්විත ජනාධිපති මාධ්ය මධ්යස්ථානයක් නිර්මාණය කර තිබෙන ජනාධිපති මාධ්ය ප්රකාශක කිංස්ලි රත්නා පවසනව මෙය ලබන වනදා විවෘත කිරීමට නියමිත බව වාර්තා වන්නේ,4,105
684,1.42E+18,7/26/2021 7:15,Politics,ජනපති නිදහස් පක්ෂ නියෝජිතයින් සාකච්ඡාව ඇරඹේ ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතා ශ්රී ලංකා නිදහස් පක්ෂය සාකච්ඡාවක් වනවිට ජනාධිපති ලේකම් කාර්යාලයේදී පැවැත්වේ විස්තර,6,110509
686,1.42E+18,7/26/2021 3:07,Politics,ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතා ශ්රී ලංකා නිදහස් පක්ෂයේ නියෝජිතයින් සාකච්ඡාවක් හෙට දිනයේ පැවැත්වී නියමිතව තිබේ ශ්රී ලංකා නිදහස් පක්ෂයේ ජාතික සංවිධායක දුමින්ද දිසානායක මහතා සඳහන් කළේ හෙට පෙරවරු අදාළ සාකච්ඡාව පැවැත්වෙන බවය,0,105
688,1.42E+18,7/25/2021 15:41,Politics,පුංචි ඡන්දයේදී ශ්රීලනිපය වෙනසක ගෝඨාභය මෛත්රී හෙට හමුවෙයි,1,14873
692,1.42E+18,7/25/2021 15:16,Other,කොහාටදැයි නොදැන ගමන් කළේය ඔහු ගියේ කොහාටදැයි අවසානය දැන සිටියේද නැත ඔහු ගමන ගියේ අනුන් ඉල්ලාගත් මුදලිනි ඔහු ගොසින් තිබුණේද යනවා යයි කී තැනට නොවේ ගෝඨාභය රාජපක්ෂගේත් ක්රිස්ටෝපර් කොළොම්බස්ගේත් ගමන එකම නොවේද,8,2290
694,1.42E+18,7/25/2021 15:16,Politics,ගෝඨාභය රාජපක්ෂගේ වර්තමාන භූමිකාවත් හරිය ක්රිස්ටෝපර් කොළොම්බස්ගේ ගමන වගේමයි වෙනසක ඒකට හේතුව ලොව බිහිවූ ප්රථම දේශපාලනඥයා ක්රිස්ටෝපර් කොළොම්බස් යයි එවරට් බී ඩික්සන් නැමති ලේඛක පවසා ඇත ඔහු සිය ප්රකාශය පැහැදිලි කර ඇත්තේ මෙසේය ක්රිස්ටෝපර් කොළොම්බස් තමන් යන්නේ,13,2290
696,1.42E+18,7/25/2021 14:10,Politics,ජනපති නිදහස් පක්ෂය සාකච්ඡාවක් ජනාධිපති ගෝඨාභය රාජපක්ෂ මහතා ශ්රී ලංකා නිදහස් පක්ෂයේ නියෝජිතයින් සාකච්ඡාවක් හෙට දිනයේ පැවැත්වී නියමිතව තිබේ විස්තර,6,110509
698,1.42E+18,7/25/2021 6:59,Other,පැතුම් කර්නල් අපි අමුතු උගන්වන්න එන්න එපා ඔය හැම විකල්ප ගැනම අපි සහසුද්දෙන්ම,1,125
700,1.42E+18,7/25/2021 5:09,Politics,කොහොම ගෝඨාභගෙන් පස්සෙ රාජපක්ෂ පවුලෙ කිසිම කෙනෙක් බලය එන එකක් සෑහෙන කාලෙක ගෝඨාභය,0,2305
702,1.42E+18,7/24/2021 23:48,Crime,පාස්කු අපරාධය අතුරුදහන් පුරුක සොනික් සොනික් කව්දැයි හෙළිවේ රවිරාජ් ඝාතන සැඟවී පාස්කු බෝම්බ ගෝඨාභය සිරිසේන නිලන්ත සුනන්ද දේශප්රිය හෙළිකරයි,1,1829
706,1.42E+18,7/24/2021 19:39,Politics,කට කැඩෙනකල් කිව්වා අනුර කුමාර දිසානායක වගේ පඹයෙක්ට රට රකින විරුවා කියලා සිංදු හදල ෆෝම් කරලා ජනාධිපති කරන්න එපා කියලා කෝ ඇහුවද නෑනෙ නෑනෙ අපරාදෙ අර යක්ඛ පියා නූතන දුටුගැමුණු ගෝඨාභය රාජපක්ෂ අද ජනාධිපති වෙලා හිටියනම් ඔය දේවල දකින්න වෙන්නෙ රිෂාඩ් බෙල්ලෙන් අල්ලන යන්නෙ එහෙනම්,4,125
708,1.42E+18,7/24/2021 19:39,Politics,කට කැඩෙනකල් කිව්වා අනුර කුමාර දිසානායක වගේ පඹයෙක්ට රට රකින විරුවා කියලා සිංදු හදල ෆෝම් කර,1,125
710,1.42E+18,8/1/2021 19:19,Politics,වසර ජනවාරි අට දා රාත්රියේ අරලිය ගහ මන්දිරයේ හමුද කුමන්ත්රණයක් සිදුවෙමින් තිබිණ නිකුත් වෙමින් තිබූ ජනාධිපතිවරණ ප්රතිඵල අත්හිටුවා මහින්ද රාජපක්ෂ තවදුරටත් ජනාධිපතිධූරය රඳවා ගැනීම එහි ඉලක්කය විය එහි විශේෂත්වය වන්නේ ක්රමන්ත්රණයට රාජපක්ෂ පවුල මූලිකවීමය,0,673
714,1.42E+18,8/1/2021 7:40,Other,බබෙක් හම්බවුනත් ඒක පෙන්නනවා කඩේ ගිය ඒකත් දානවා ගහනව දානවා චන්දේ දාන් යනකොට ඒවා පෙන්නනවා හැමදේම සමාජයට පෙන්න රාජපක්ෂ පවුල ගහනව කොහේවත් මාධ්යයක පෙන්නුවේ නැත්තේ,4,368
716,1.42E+18,8/1/2021 7:30,Sport,අංගම් පොර සටන් කලාව නීත්යානුකූ කරනවා අමාත්ය නාමල් රාජපක්ෂ,0,23
718,1.42E+18,8/1/2021 2:20,Other,රාජපක්ෂ රජය හෙට රාජ්ය සේවකයන්ට වැඩට වාර්තා කළ යුතු තීරණය සති දෙකකි කොරෝනා රැල්ල ඇතිව සටහන් කරමි සාඩින් පැක්කර කෝච්චි ප්රවාහන සේවා රාජ්ය සේවකයන් රැකියා සදහා පැමිණෙන අහසින් ගමට ජනපතිට නොතේරේද,9,680
